Complexity,Loss,Equation
1,0.25971258,"-0.24474356"
3,0.17185007,"x0 * 0.18215376"
4,0.100439645,"cube(x0 * 0.31689024)"
5,0.040789697,"cube(cube(x0 * 0.33536586))"
7,0.037987698,"cube(square(x0) - 2.2912107) * -0.0036424918"
8,0.022609703,"x0 * square(sin(sin(x0) + 0.83154315))"
9,0.017422264,"x0 * square(sin(sin(sin(x0) + 911.94556)))"
10,0.017088635,"x0 * (square(sin(sin(x0) + 0.9212069)) / 1.2697494)"
