Complexity,Loss,Equation
1,0.3859546,"0.16019914"
3,0.23741615,"x0 * 0.22994357"
4,0.17332579,"exp(x0 + -2.0953166)"
5,0.16686058,"(x0 + 1.0301048) * 0.26528165"
6,0.06629238,"cube(-0.6693061 - x0) * -0.051147297"
8,0.04852464,"((-0.64459044 - sin(x0)) * x0) * -0.36675006"
9,0.01909844,"(0.032356255 - (sin(x0) * -0.08484199)) * cube(x0)"
