Complexity,Loss,Equation
1,0.3859546,"0.16020331"
3,0.3266532,"x0 * 0.09938642"
4,0.1740243,"exp(x0) * 0.16683355"
5,0.16686058,"(x0 * 0.19484596) - -0.4880375"
6,0.06629238,"cube(-2.013517 - x0) * -0.02026648"
7,0.04644617,"cube(1.7253118 - exp(x0 * -0.1847567))"
8,0.043627292,"cube(3.4224777 - exp(exp(x0 * -0.073000915)))"
9,0.037546262,"square(exp(x0 * -0.12842454) - 1.5832092) * x0"
10,0.03424439,"x0 * square(square(exp(x0 * -0.15155613) - 1.6351488))"
